,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
5457,17-11-2021,Men's Street Footwear,South,Sports Direct,Online,Mississippi,28,46,16
5458,18-10-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,35,1663,48
5459,17-11-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,75,3938,53
5460,16-12-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,75,4313,58
5461,17-11-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,68,107,16
5462,16-12-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,71,102,14
5463,18-10-2021,Women's Apparel,South,Sports Direct,Online,Mississippi,33,41,12
5464,16-12-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,2850,48
5465,17-11-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,2700,45
5466,16-12-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,56,74,13
5467,17-11-2021,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,54,63,12
5468,17-11-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,30,1185,40
5469,16-12-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,60,3150,53
5470,17-11-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,28,31,11
5471,16-12-2021,Women's Street Footwear,South,Sports Direct,Online,Mississippi,59,81,14
5472,16-09-2021,Men's Apparel,South,Walmart,Online,Mississippi,30,1200,40
5473,18-10-2021,Men's Apparel,South,Walmart,Online,Mississippi,35,1225,35
5474,17-08-2021,Men's Apparel,South,Walmart,Online,Mississippi,50,2250,45
5475,16-07-2021,Men's Apparel,South,Walmart,Online,Mississippi,60,3000,50
5476,17-08-2021,Men's Apparel,South,Walmart,Online,Mississippi,46,56,12
5477,16-09-2021,Men's Apparel,South,Walmart,Online,Mississippi,29,31,11
5478,16-07-2021,Men's Apparel,South,Walmart,Online,Mississippi,59,89,15
5479,18-10-2021,Men's Apparel,South,Walmart,Online,Mississippi,32,31,10
5480,18-10-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,25,1250,50
5481,16-09-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,45,2363,53
5482,16-07-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,55,3300,60
5483,17-08-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,55,3300,60
5484,18-10-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,25,36,15
5485,16-09-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,42,62,15
5486,16-07-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,53,83,16
5487,17-08-2021,Men's Athletic Footwear,South,Walmart,Online,Mississippi,50,84,17
5488,18-10-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,35,2363,68
5489,16-09-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,50,3625,73
5490,17-08-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,60,4950,83
5491,18-10-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,32,56,18
5492,16-09-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,47,95,20
5493,17-08-2021,Men's Street Footwear,South,Walmart,Online,Mississippi,56,120,22
5494,16-09-2021,Women's Apparel,South,Walmart,Online,Mississippi,35,1750,50
5495,17-08-2021,Women's Apparel,South,Walmart,Online,Mississippi,55,3438,63
5496,16-07-2021,Women's Apparel,South,Walmart,Online,Mississippi,65,4388,68
5497,16-07-2021,Women's Apparel,South,Walmart,Online,Mississippi,61,107,18
5498,16-09-2021,Women's Apparel,South,Walmart,Online,Mississippi,32,42,13
5499,17-08-2021,Women's Apparel,South,Walmart,Online,Mississippi,53,90,17
5500,16-09-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,20,800,40
5501,18-10-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,25,875,35
5502,17-08-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,40,1900,48
5503,16-07-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,50,2375,48
5504,18-10-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,23,24,11
5505,17-08-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,39,50,13
5506,16-07-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,48,60,12
5507,16-09-2021,Women's Athletic Footwear,South,Walmart,Online,Mississippi,19,19,10
5508,16-09-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,20,850,43
5509,18-10-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,25,938,38
5510,16-07-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,50,2625,53
5511,17-08-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,50,2625,53
5512,16-09-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,19,23,12
5513,16-07-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,48,68,14
5514,17-08-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,48,71,15
5515,18-10-2021,Women's Street Footwear,South,Walmart,Online,Mississippi,24,24,10
5516,23-09-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,45,900,20
5517,22-02-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1000,20
5518,22-04-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,625,13
5519,23-05-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,750,15
5520,22-06-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1000,20
5521,22-08-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1125,23
5522,21-07-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1250,25
5523,21-03-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,55,825,15
5524,22-10-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,55,825,15
5525,23-05-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,46,19,4
5526,21-07-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,46,35,8
5527,21-03-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,52,23,4
5528,23-09-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,43,25,6
5529,22-02-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,48,26,5
5530,22-04-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,47,16,4
5531,22-06-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,49,26,5
5532,22-08-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,49,32,7
5533,22-10-2021,Men's Apparel,Southeast,Amazon,Online,Kentucky,53,22,4
5534,13-01-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,45,2138,48
5535,02-12-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,70,4725,68
5536,02-12-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,65,110,17
5537,13-01-2021,Men's Apparel,Southeast,Amazon,Online,North Carolina,44,56,13
5538,22-06-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,963,28
5539,22-11-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,1100,28
5540,22-04-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,788,18
5541,21-03-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1013,23
5542,22-10-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1238,28
5543,23-05-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1013,23
5544,23-09-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1463,33
5545,21-07-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1575,35
5546,22-08-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1575,35
5547,22-11-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,39,28,7
5548,22-08-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,37,9
5549,22-04-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,20,5
5550,22-06-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,33,25,8
5551,21-03-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,24,6
5552,23-09-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,44,41,9
5553,21-07-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,44,42,10
5554,22-10-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,34,8
5555,23-05-2021,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,42,29,7
5556,11-02-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,35,1663,48
5557,13-01-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,35,2013,58
5558,11-02-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,33,47,14
5559,13-01-2021,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,33,50,15
5560,22-06-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,40,2100,53
5561,22-04-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,45,2138,48
5562,21-03-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,45,2340,52
5563,22-11-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2125,43
5564,23-05-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2600,52
5565,23-09-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2625,53
5566,22-08-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2875,58
5567,21-07-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,3000,60
5568,22-10-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,55,2475,45
5569,22-06-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,36,51,14
5570,21-03-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,41,64,16
5571,23-05-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,49,76,16
5572,22-11-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,48,59,12
5573,23-09-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,48,66,14
5574,22-08-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,46,77,17
5575,22-04-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,41,49,12
5576,21-07-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,47,79,17
5577,22-10-2021,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,53,67,13
5578,13-01-2021,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,35,2713,78
5579,11-02-2021,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,35,2888,83
5580,11-02-2021,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,32,74,23
5581,13-01-2021,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,32,62,19
5582,22-04-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,40,1000,25
5583,22-02-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,40,1200,30
5584,21-03-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,45,1125,25
5585,23-09-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,50,1375,28
5586,22-10-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,1513,28
5587,23-05-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,1513,28
5588,22-06-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,2063,38
5589,22-08-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,2200,40
5590,21-07-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,2338,43
5591,22-04-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,36,27,8
5592,22-10-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,53,44,8
5593,22-02-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,39,30,8
5594,21-03-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,42,27,7
5595,23-05-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,51,42,8
5596,23-09-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,49,36,7
5597,22-06-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,52,53,10
5598,21-07-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,50,58,12
5599,22-08-2021,Women's Apparel,Southeast,Amazon,Online,Kentucky,51,61,12
5600,13-01-2021,Women's Apparel,Southeast,Amazon,Online,North Carolina,35,2013,58
5601,02-12-2021,Women's Apparel,Southeast,Amazon,Online,North Carolina,75,5813,78
5602,13-01-2021,Women's Apparel,Southeast,Amazon,Online,North Carolina,32,55,17
5603,02-12-2021,Women's Apparel,Southeast,Amazon,Online,North Carolina,69,155,23
5604,22-06-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,30,600,20
5605,22-02-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,438,13
5606,23-09-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,700,20
5607,21-03-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,400,10
5608,23-05-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,500,13
5609,21-07-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,900,23
5610,22-08-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,1000,25
5611,22-04-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,450,10
5612,22-10-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,675,15
5613,22-08-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,38,29,8
5614,22-04-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,42,12,3
5615,23-09-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,32,17,5
5616,21-03-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,36,10,3
5617,22-10-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,17,4
5618,22-02-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,34,12,3
5619,21-07-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,37,23,6
5620,23-05-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,38,14,4
5621,22-06-2021,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,29,15,5
5622,13-01-2021,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,30,1275,43
5623,02-12-2021,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,60,4050,68
5624,13-01-2021,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,29,36,12
5625,02-12-2021,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,55,108,20
5626,22-06-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,30,675,23
5627,23-09-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,35,788,23
5628,21-03-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,35,875,25
5629,22-04-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,700,18
5630,23-05-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,800,20
5631,21-07-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,1100,28
5632,22-08-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,1100,28
5633,22-10-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,45,788,18
5634,22-11-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,45,990,22
5635,21-03-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,34,25,7
5636,22-11-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,41,23,6
5637,23-05-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,38,22,6
5638,21-07-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,38,26,7
5639,23-09-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,33,21,7
5640,22-08-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,36,29,8
5641,22-10-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,43,20,5
5642,22-06-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,28,16,6
5643,22-04-2021,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,38,19,5
5644,11-02-2021,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,25,1313,53
5645,13-01-2021,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,25,1438,58
5646,02-12-2021,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,60,4350,73
5647,11-02-2021,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,23,36,16
5648,02-12-2021,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,55,120,22
5649,13-01-2021,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,24,40,17
5650,21-09-2020,Men's Apparel,Southeast,Foot Locker,Online,Florida,52,117,23
5651,22-08-2020,Men's Apparel,Southeast,Foot Locker,Online,Florida,53,96,18
5652,16-08-2020,Men's Apparel,Southeast,Foot Locker,Online,Florida,53,116,22
5653,24-05-2020,Men's Apparel,Southeast,Foot Locker,Online,Florida,60,121,20
5654,10-08-2020,Men's Apparel,Southeast,Foot Locker,Online,Florida,50,98,20
5655,09-01-2021,Men's Apparel,Southeast,Foot Locker,Online,Georgia,50,3625,73
5656,09-01-2021,Men's Apparel,Southeast,Foot Locker,Online,Georgia,47,89,19
5657,20-01-2021,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,40,1700,43
5658,21-12-2021,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,60,1350,23
5659,22-11-2021,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,65,1138,18
5660,21-12-2021,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,54,37,7
5661,20-01-2021,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,38,44,12
5662,22-11-2021,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,59,31,5
5663,05-03-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,45,2813,63
5664,06-04-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3125,63
5665,07-02-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3500,70
5666,05-09-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3500,70
5667,05-05-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3850,70
5668,07-10-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3575,65
5669,06-08-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,4125,75
5670,07-06-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,65,4875,75
5671,05-07-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,65,5200,80
5672,06-11-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,70,5075,73
5673,07-06-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,62,121,20
5674,05-07-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,64,154,24
5675,05-09-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,48,84,18
5676,06-08-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,51,115,23
5677,07-02-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,49,93,19
5678,06-11-2021,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,66,129,20
